Source,Study,ControlSite,ControlID,Group,SpeciesCode,SpeciesName,Continent,Country,Longitude,Latitude,LocationUncertainty,StudyYear,YearsInStudy,InfraN,ControlN,InfraD,ControlD,InfraAbundance_original,ControlAbundance_original,AbundanceUnit,InfraSD_original,ControlSD_original,SDEstimate,InfraA,ControlA,InfraSD,ControlSD,MaxDist,Dist,MinDist,MaxCDist,CDist,MinCDist,Habitat,InfraType,StudyQualityA,StudyQualityB,Note
Jack 2014,136a,136a,136ab219,Birds,b219,Turdus migratorius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.5,individuals,0.3162,0.527,From data,0.1,0.5,0.3162,0.527,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab219,Birds,b219,Turdus migratorius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0.5,individuals,0.4216,0.527,From data,0.2,0.5,0.4216,0.527,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab219,Birds,b219,Turdus migratorius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.5,0.5,individuals,0.527,0.527,From data,0.5,0.5,0.527,0.527,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab237,Birds,b237,Poecile atricapillus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.4,0.5,individuals,0.5164,0.7071,From data,0.4,0.5,0.5164,0.7071,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab237,Birds,b237,Poecile atricapillus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0.5,individuals,0.4216,0.7071,From data,0.2,0.5,0.4216,0.7071,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab237,Birds,b237,Poecile atricapillus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.7,0.5,individuals,0.8233,0.7071,From data,0.7,0.5,0.8233,0.7071,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab237,Birds,b237,Poecile atricapillus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.5,0.5,individuals,0.7071,0.7071,From data,0.5,0.5,0.7071,0.7071,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab263,Birds,b263,Vireo solitarius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab263,Birds,b263,Vireo solitarius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab263,Birds,b263,Vireo solitarius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab263,Birds,b263,Vireo solitarius ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab359,Birds,b359,Cyanocitta cristata ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.3,individuals,0.3162,0.6749,From data,0.1,0.3,0.3162,0.6749,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab359,Birds,b359,Cyanocitta cristata ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.4,0.3,individuals,0.6992,0.6749,From data,0.4,0.3,0.6992,0.6749,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab359,Birds,b359,Cyanocitta cristata ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.3,0.3,individuals,0.6749,0.6749,From data,0.3,0.3,0.6749,0.6749,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab359,Birds,b359,Cyanocitta cristata ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.3,0.3,individuals,0.6749,0.6749,From data,0.3,0.3,0.6749,0.6749,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab273,Birds,b273,Certhia americana ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab273,Birds,b273,Certhia americana ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab273,Birds,b273,Certhia americana ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab273,Birds,b273,Certhia americana ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab379,Birds,b379,Toxostoma rufum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab379,Birds,b379,Toxostoma rufum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0,individuals,0.4216,0,From data,0.2,0.05,0.4216,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab379,Birds,b379,Toxostoma rufum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab379,Birds,b379,Toxostoma rufum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab384,Birds,b384,Setophaga caerulescens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab384,Birds,b384,Setophaga caerulescens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab384,Birds,b384,Setophaga caerulescens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab384,Birds,b384,Setophaga caerulescens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab241,Birds,b241,Setophaga virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab241,Birds,b241,Setophaga virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab241,Birds,b241,Setophaga virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab241,Birds,b241,Setophaga virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab282,Birds,b282,Mniotilta varia ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.2,individuals,0.3162,0.4216,From data,0.1,0.2,0.3162,0.4216,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab282,Birds,b282,Mniotilta varia ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.2,individuals,0.3162,0.4216,From data,0.1,0.2,0.3162,0.4216,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab282,Birds,b282,Mniotilta varia ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.3,0.2,individuals,0.6749,0.4216,From data,0.3,0.2,0.6749,0.4216,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab282,Birds,b282,Mniotilta varia ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0.2,individuals,0.4216,0.4216,From data,0.2,0.2,0.4216,0.4216,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab269,Birds,b269,Bombycilla cedrorum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.2,individuals,0.3162,0.4216,From data,0.1,0.2,0.3162,0.4216,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab269,Birds,b269,Bombycilla cedrorum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.2,individuals,0,0.4216,From data,0.05,0.2,0.1581,0.4216,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab269,Birds,b269,Bombycilla cedrorum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.2,individuals,0.3162,0.4216,From data,0.1,0.2,0.3162,0.4216,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab269,Birds,b269,Bombycilla cedrorum ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0.2,individuals,0.4216,0.4216,From data,0.2,0.2,0.4216,0.4216,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab244,Birds,b244,Chordeiles minor ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab244,Birds,b244,Chordeiles minor ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab244,Birds,b244,Chordeiles minor ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab244,Birds,b244,Chordeiles minor ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab277,Birds,b277,Geothlypis trichas ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.3,0.1,individuals,0.6749,0.3162,From data,0.3,0.1,0.6749,0.3162,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab277,Birds,b277,Geothlypis trichas ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab277,Birds,b277,Geothlypis trichas ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab277,Birds,b277,Geothlypis trichas ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab383,Birds,b383,Setophaga pensylvanica ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab383,Birds,b383,Setophaga pensylvanica ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab383,Birds,b383,Setophaga pensylvanica ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab383,Birds,b383,Setophaga pensylvanica ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab312,Birds,b312,Pipilo erythrophthalmus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab312,Birds,b312,Pipilo erythrophthalmus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab312,Birds,b312,Pipilo erythrophthalmus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab312,Birds,b312,Pipilo erythrophthalmus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab373,Birds,b373,Contopus virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab373,Birds,b373,Contopus virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0,individuals,0.4216,0,From data,0.2,0.05,0.4216,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab373,Birds,b373,Contopus virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab373,Birds,b373,Contopus virens ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab141,Birds,b141,Myiarchus crinitus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.2,individuals,0,0.4216,From data,0.05,0.2,0.1581,0.4216,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab141,Birds,b141,Myiarchus crinitus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.2,individuals,0.3162,0.4216,From data,0.1,0.2,0.3162,0.4216,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab141,Birds,b141,Myiarchus crinitus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.5,0.2,individuals,1.0801,0.4216,From data,0.5,0.2,1.0801,0.4216,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab141,Birds,b141,Myiarchus crinitus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0.2,individuals,0.4216,0.4216,From data,0.2,0.2,0.4216,0.4216,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab227,Birds,b227,Picoides villosus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab227,Birds,b227,Picoides villosus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0,individuals,0.4216,0,From data,0.2,0.05,0.4216,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab227,Birds,b227,Picoides villosus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab227,Birds,b227,Picoides villosus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab319,Birds,b319,Zenaida macroura ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.2,individuals,0,0.6325,From data,0.05,0.2,0.1581,0.6325,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab319,Birds,b319,Zenaida macroura ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.2,individuals,0,0.6325,From data,0.05,0.2,0.1581,0.6325,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab319,Birds,b319,Zenaida macroura ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.2,individuals,0,0.6325,From data,0.05,0.2,0.1581,0.6325,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab319,Birds,b319,Zenaida macroura ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0.2,individuals,0.6325,0.6325,From data,0.2,0.2,0.6325,0.6325,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab363,Birds,b363,Oreothlypis ruficapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab363,Birds,b363,Oreothlypis ruficapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab363,Birds,b363,Oreothlypis ruficapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0.1,individuals,0,0.3162,From data,0.05,0.1,0.1581,0.3162,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab363,Birds,b363,Oreothlypis ruficapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0.1,individuals,0.3162,0.3162,From data,0.1,0.1,0.3162,0.3162,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab385,Birds,b385,Cardinalis cardinalis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab385,Birds,b385,Cardinalis cardinalis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab385,Birds,b385,Cardinalis cardinalis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab385,Birds,b385,Cardinalis cardinalis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab274,Birds,b274,Colaptes auratus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab274,Birds,b274,Colaptes auratus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab274,Birds,b274,Colaptes auratus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab274,Birds,b274,Colaptes auratus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab229,Birds,b229,Parkesia noveboracensis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.2,0.3,individuals,0.4216,0.483,From data,0.2,0.3,0.4216,0.483,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab229,Birds,b229,Parkesia noveboracensis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.6,0.3,individuals,0.8433,0.483,From data,0.6,0.3,0.8433,0.483,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab229,Birds,b229,Parkesia noveboracensis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.3,0.3,individuals,0.6749,0.483,From data,0.3,0.3,0.6749,0.483,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab229,Birds,b229,Parkesia noveboracensis ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.3,0.3,individuals,0.483,0.483,From data,0.3,0.3,0.483,0.483,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab143,Birds,b143,Seiurus aurocapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.6,0.5,individuals,1.2649,0.7071,From data,0.6,0.5,1.2649,0.7071,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab143,Birds,b143,Seiurus aurocapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.5,0.5,individuals,0.527,0.7071,From data,0.5,0.5,0.527,0.7071,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab143,Birds,b143,Seiurus aurocapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.7,0.5,individuals,0.6749,0.7071,From data,0.7,0.5,0.6749,0.7071,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab143,Birds,b143,Seiurus aurocapilla ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.5,0.5,individuals,0.7071,0.7071,From data,0.5,0.5,0.7071,0.7071,400,350,300,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab225,Birds,b225,Haemorhous purpureus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0.1,0,individuals,0.3162,0,From data,0.1,0.05,0.3162,0.1581,100,50,0,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab225,Birds,b225,Haemorhous purpureus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,200,150,100,400,350,300,Mixed forest,Highway,1,0,Small gap
Jack 2014,136a,136a,136ab225,Birds,b225,Haemorhous purpureus ,North-America,Canada,-75.486993,44.749068,180000,2012,1,10,10,1,1,0,0,individuals,0,0,From data,0.05,0.05,0.1581,0.1581,300,250,200,400,350,300,Mixed forest,Highway,1,0,Small gap
